z	Interpolated	Integral
0.0146	0.993288413665675	0.0112442068328374
0.0147	0.993242443896262	0.0113212219481308
0.0148	0.993196474126848	0.0113982370634242
0.0149	0.993150504357435	0.0114752521787176
0.015	0.993104534588022	0.011552267294011
0.0151	0.993058564818609	0.0116292824093045
0.0152	0.993012595049196	0.0117062975245979
0.0153	0.992966625279783	0.0117833126398913
0.0154	0.992920655510369	0.0118603277551847
0.0155	0.992874685740956	0.0119373428704781
0.0156	0.992828715971543	0.0120143579857715
0.0157	0.99278274620213	0.0120913731010649
0.0158	0.992736776432717	0.0121683882163583
0.0159	0.992690806663303	0.0122454033316517
0.016	0.99264483689389	0.0123224184469451
0.0161	0.992598867124477	0.0123994335622385
0.0162	0.992552897355064	0.0124764486775319
0.0163	0.992506927585651	0.0125534637928253
0.0164	0.992460957816237	0.0126304789081187
0.0165	0.992414988046824	0.0127074940234122
0.0166	0.992369018277411	0.0127845091387056
0.0167	0.992323048507998	0.012861524253999
0.0168	0.992277078738585	0.0129385393692924
0.0169	0.992231108969172	0.0130155544845858
0.017	0.992185139199758	0.0130925695998792
0.0171	0.992139169430345	0.0131695847151726
0.0172	0.992093199660932	0.013246599830466
0.0173	0.992047229891519	0.0133236149457594
0.0174	0.992001260122106	0.0134006300610528
0.0175	0.991955290352692	0.0134776451763462
0.0176	0.991909320583279	0.0135546602916396
0.0177	0.991863350813866	0.013631675406933
0.0178	0.991817381044453	0.0137086905222264
0.0179	0.99177141127504	0.0137857056375198
0.018	0.991725441505626	0.0138627207528133
0.0181	0.991679471736213	0.0139397358681067
0.0182	0.9916335019668	0.0140167509834001
0.0183	0.991587532197387	0.0140937660986935
0.0184	0.991541562427974	0.0141707812139869
0.0185	0.991495592658561	0.0142477963292803
0.0186	0.991449622889147	0.0143248114445737
0.0187	0.991403653119734	0.0144018265598671
0.0188	0.991357683350321	0.0144788416751605
0.0189	0.991311713580908	0.0145558567904539
0.019	0.991265743811495	0.0146328719057473
0.0191	0.991219774042082	0.0147098870210407
0.0192	0.991173804272668	0.0147869021363341
0.0193	0.991127834503255	0.0148639172516275
0.0194	0.991081864733842	0.014940932366921
0.0195	0.991035894964429	0.0150179474822144
0.0196	0.990989925195015	0.0150949625975078
0.0197	0.990943955425602	0.0151719777128012
0.0198	0.990897985656189	0.0152489928280946
0.0199	0.990852015886776	0.015326007943388
0.02	0.990806046117363	0.0154030230586814
0.0201	0.99076007634795	0.0154800381739748
0.0202	0.990714106578536	0.0155570532892682
0.0203	0.990668136809123	0.0156340684045616
0.0204	0.99062216703971	0.015711083519855
0.0205	0.990576197270297	0.0157880986351484
0.0206	0.990530227500884	0.0158651137504418
0.0207	0.990484257731471	0.0159421288657352
0.0208	0.990438287962057	0.0160191439810287
0.0209	0.990392318192644	0.0160961590963221
0.021	0.990346348423231	0.0161731742116155
0.0211	0.990300378653818	0.0162501893269089
0.0212	0.990254408884405	0.0163272044422023
0.0213	0.990208439114991	0.0164042195574957
0.0214	0.990162469345578	0.0164812346727891
0.0215	0.990116499576165	0.0165582497880825
0.0216	0.990070529806752	0.0166352649033759
0.0217	0.990024560037339	0.0167122800186693
0.0218	0.989978590267925	0.0167892951339627
0.0219	0.989932620498512	0.0168663102492561
0.022	0.989886650729099	0.0169433253645495
0.0221	0.989840680959686	0.0170203404798429
0.0222	0.989794711190273	0.0170973555951364
0.0223	0.98974874142086	0.0171743707104298
0.0224	0.989702771651446	0.0172513858257232
0.0225	0.989656801882033	0.0173284009410166
0.0226	0.98961083211262	0.01740541605631
0.0227	0.989564862343207	0.0174824311716034
0.0228	0.989518892573794	0.0175594462868968
0.0229	0.98947292280438	0.0176364614021902
0.023	0.989426953034967	0.0177134765174836
0.0231	0.989380983265554	0.017790491632777
0.0232	0.989335013496141	0.0178675067480704
0.0233	0.989289043726728	0.0179445218633638
0.0234	0.989243073957314	0.0180215369786572
0.0235	0.989197104187901	0.0180985520939506
0.0236	0.989151134418488	0.018175567209244
0.0237	0.989105164649075	0.0182525823245375
0.0238	0.989059194879662	0.0183295974398309
0.0239	0.989013225110249	0.0184066125551243
0.024	0.988967255340835	0.0184836276704177
0.0241	0.988921285571422	0.0185606427857111
0.0242	0.988875315802009	0.0186376579010045
0.0243	0.988829346032596	0.0187146730162979
0.0244	0.988783376263183	0.0187916881315913
0.0245	0.988737406493769	0.0188687032468847
0.0246	0.988691436724356	0.0189457183621781
0.0247	0.988645466954943	0.0190227334774715
0.0248	0.98859949718553	0.0190997485927649
0.0249	0.988553527416117	0.0191767637080583
0.025	0.988507557646704	0.0192537788233517
0.0251	0.98846158787729	0.0193307939386452
0.0252	0.988415618107877	0.0194078090539386
0.0253	0.988369648338464	0.019484824169232
0.0254	0.988323678569051	0.0195618392845254
0.0255	0.988277708799638	0.0196388543998188
0.0256	0.988231739030224	0.0197158695151122
0.0257	0.988185769260811	0.0197928846304056
0.0258	0.988139799491398	0.019869899745699
0.0259	0.988093829721985	0.0199469148609924
0.026	0.988047859952572	0.0200239299762858
0.0261	0.988001890183158	0.0201009450915792
0.0262	0.987955920413745	0.0201779602068726
0.0263	0.987909950644332	0.020254975322166
0.0264	0.987863980874919	0.0203319904374594
0.0265	0.987818011105506	0.0204090055527529
0.0266	0.987772041336093	0.0204860206680463
0.0267	0.987726071566679	0.0205630357833397
0.0268	0.987680101797266	0.0206400508986331
0.0269	0.987634132027853	0.0207170660139265
0.027	0.98758816225844	0.0207940811292199
0.0271	0.987542192489027	0.0208710962445133
0.0272	0.987496222719613	0.0209481113598067
0.0273	0.9874502529502	0.0210251264751001
0.0274	0.987404283180787	0.0211021415903935
0.0275	0.987358313411374	0.0211791567056869
0.0276	0.987312343641961	0.0212561718209803
0.0277	0.987266373872547	0.0213331869362737
0.0278	0.987220404103134	0.0214102020515671
0.0279	0.987174434333721	0.0214872171668605
0.028	0.987128464564308	0.021564232282154
0.0281	0.987082494794895	0.0216412473974474
0.0282	0.987036525025482	0.0217182625127408
0.0283	0.986990555256068	0.0217952776280342
0.0284	0.986944585486655	0.0218722927433276
0.0285	0.986898615717242	0.021949307858621
0.0286	0.986852645947829	0.0220263229739144
0.0287	0.986806676178416	0.0221033380892078
0.0288	0.986760706409002	0.0221803532045012
0.0289	0.986714736639589	0.0222573683197946
0.029	0.986668766870176	0.022334383435088
0.0291	0.986622797100763	0.0224113985503814
0.0292	0.98657682733135	0.0224884136656748
0.0293	0.986530857561936	0.0225654287809683
0.0294	0.986484887792523	0.0226424438962617
0.0295	0.98643891802311	0.0227194590115551
0.0296	0.986392948253697	0.0227964741268485
0.0297	0.986346978484284	0.0228734892421419
0.0298	0.986301008714871	0.0229505043574353
0.0299	0.986255038945457	0.0230275194727287
0.03	0.986209069176044	0.0231045345880221
0.0301	0.986163099406631	0.0231815497033155
0.0302	0.986117129637218	0.0232585648186089
0.0303	0.986071159867805	0.0233355799339023
0.0304	0.986025190098391	0.0234125950491957
0.0305	0.985979220328978	0.0234896101644891
0.0306	0.985933250559565	0.0235666252797825
0.0307	0.985887280790152	0.0236436403950759
0.0308	0.985841311020739	0.0237206555103694
0.0309	0.985795341251326	0.0237976706256628
0.031	0.985749371481912	0.0238746857409562
0.0311	0.985703401712499	0.0239517008562496
0.0312	0.985657431943086	0.024028715971543
0.0313	0.985611462173673	0.0241057310868364
0.0314	0.98556549240426	0.0241827462021298
0.0315	0.985519522634846	0.0242597613174232
0.0316	0.985473552865433	0.0243367764327166
0.0317	0.98542758309602	0.02441379154801
0.0318	0.985381613326607	0.0244908066633034
0.0319	0.985335643557194	0.0245678217785968
0.032	0.98528967378778	0.0246448368938902
0.0321	0.985243704018367	0.0247218520091836
0.0322	0.985197734248954	0.024798867124477
0.0323	0.985151764479541	0.0248758822397705
0.0324	0.985105794710128	0.0249528973550639
0.0325	0.985059824940715	0.0250299124703573
0.0326	0.985013855171301	0.0251069275856507
0.0327	0.984967885401888	0.0251839427009441
0.0328	0.984921915632475	0.0252609578162375
0.0329	0.984875945863062	0.0253379729315309
0.033	0.984829976093649	0.0254149880468243
0.0331	0.984784006324235	0.0254920031621177
0.0332	0.984738036554822	0.0255690182774111
0.0333	0.984692066785409	0.0256460333927045
0.0334	0.984646097015996	0.0257230485079979
0.0335	0.984600127246583	0.0258000636232913
0.0336	0.984554157477169	0.0258770787385848
0.0337	0.984508187707756	0.0259540938538782
0.0338	0.984462217938343	0.0260311089691716
0.0339	0.98441624816893	0.026108124084465
0.034	0.984370278399517	0.0261851391997584
0.0341	0.984324308630104	0.0262621543150518
0.0342	0.98427833886069	0.0263391694303452
0.0343	0.984232369091277	0.0264161845456386
0.0344	0.984186399321864	0.026493199660932
0.0345	0.984140429552451	0.0265702147762254
0.0346	0.984094459783038	0.0266472298915188
0.0347	0.984048490013624	0.0267242450068122
0.0348	0.984002520244211	0.0268012601221056
0.0349	0.983956550474798	0.026878275237399
0.035	0.983910580705385	0.0269552903526924
0.0351	0.983864610935972	0.0270323054679859
0.0352	0.983818641166558	0.0271093205832793
0.0353	0.983772671397145	0.0271863356985727
0.0354	0.983726701627732	0.0272633508138661
0.0355	0.983680731858319	0.0273403659291595
0.0356	0.983634762088906	0.0274173810444529
0.0357	0.983588792319493	0.0274943961597463
0.0358	0.983542822550079	0.0275714112750397
0.0359	0.983496852780666	0.0276484263903331
0.036	0.983450883011253	0.0277254415056265
0.0361	0.98340491324184	0.0278024566209199
0.0362	0.983358943472427	0.0278794717362133
0.0363	0.983312973703014	0.0279564868515067
0.0364	0.9832670039336	0.0280335019668001
0.0365	0.983221034164187	0.0281105170820936
0.0366	0.983175064394774	0.028187532197387
0.0367	0.983129094625361	0.0282645473126804
0.0368	0.983083124855948	0.0283415624279738
0.0369	0.983037155086534	0.0284185775432672
0.037	0.982991185317121	0.0284955926585606
0.0371	0.982945215547708	0.028572607773854
0.0372	0.982899245778295	0.0286496228891474
0.0373	0.982853276008882	0.0287266380044408
0.0374	0.982807306239468	0.0288036531197342
0.0375	0.982761336470055	0.0288806682350276
0.0376	0.982715366700642	0.028957683350321
0.0377	0.982669396931229	0.0290346984656144
0.0378	0.982623427161816	0.0291117135809078
0.0379	0.982577457392403	0.0291887286962013
0.038	0.982531487622989	0.0292657438114947
0.0381	0.982485517853576	0.0293427589267881
0.0382	0.982439548084163	0.0294197740420815
0.0383	0.98239357831475	0.0294967891573749
0.0384	0.982347608545337	0.0295738042726683
0.0385	0.982301638775923	0.0296508193879617
0.0386	0.98225566900651	0.0297278345032551
0.0387	0.982209699237097	0.0298048496185485
0.0388	0.982163729467684	0.0298818647338419
0.0389	0.982117759698271	0.0299588798491353
0.039	0.982071789928857	0.0300358949644287
0.0391	0.982025820159444	0.0301129100797221
0.0392	0.981979850390031	0.0301899251950155
0.0393	0.981933880620618	0.0302669403103089
0.0394	0.981887910851205	0.0303439554256024
0.0395	0.981841941081792	0.0304209705408958
0.0396	0.981795971312378	0.0304979856561892
0.0397	0.981750001542965	0.0305750007714826
0.0398	0.981704031773552	0.030652015886776
0.0399	0.981658062004139	0.0307290310020694
0.04	0.981612092234726	0.0308060461173628
0.0401	0.981566122465312	0.0308830612326562
0.0402	0.981520152695899	0.0309600763479496
0.0403	0.981474182926486	0.031037091463243
0.0404	0.981428213157073	0.0311141065785364
0.0405	0.98138224338766	0.0311911216938298
0.0406	0.981336273618246	0.0312681368091232
0.0407	0.981290303848833	0.0313451519244166
0.0408	0.98124433407942	0.0314221670397101
0.0409	0.981198364310007	0.0314991821550035
0.041	0.981152394540594	0.0315761972702969
0.0411	0.98110642477118	0.0316532123855903
0.0412	0.981060455001767	0.0317302275008837
0.0413	0.981014485232354	0.0318072426161771
0.0414	0.980968515462941	0.0318842577314705
0.0415	0.980922545693528	0.0319612728467639
0.0416	0.980876575924115	0.0320382879620573
0.0417	0.980830606154701	0.0321153030773507
0.0418	0.980784636385288	0.0321923181926441
0.0419	0.980738666615875	0.0322693333079375
0.042	0.980692696846462	0.0323463484232309
0.0421	0.980646727077049	0.0324233635385243
0.0422	0.980600757307636	0.0325003786538177
0.0423	0.980554787538222	0.0325773937691112
0.0424	0.980508817768809	0.0326544088844046
0.0425	0.980462847999396	0.032731423999698
0.0426	0.980416878229983	0.0328084391149914
0.0427	0.98037090846057	0.0328854542302848
0.0428	0.980324938691156	0.0329624693455782
0.0429	0.980278968921743	0.0330394844608716
0.043	0.98023299915233	0.033116499576165
0.0431	0.980187029382917	0.0331935146914584
0.0432	0.980141059613504	0.0332705298067518
0.0433	0.98009508984409	0.0333475449220452
0.0434	0.980049120074677	0.0334245600373386
0.0435	0.980003150305264	0.033501575152632
0.0436	0.979957180535851	0.0335785902679254
0.0437	0.979911210766438	0.0336556053832189
0.0438	0.979865240997025	0.0337326204985123
0.0439	0.979819271227611	0.0338096356138057
0.044	0.979773301458198	0.0338866507290991
0.0441	0.979727331688785	0.0339636658443925
0.0442	0.979681361919372	0.0340406809596859
0.0443	0.979635392149959	0.0341176960749793
0.0444	0.979589422380545	0.0341947111902727
0.0445	0.979543452611132	0.0342717263055661
0.0446	0.979497482841719	0.0343487414208595
0.0447	0.979451513072306	0.0344257565361529
0.0448	0.979405543302893	0.0345027716514463
0.0449	0.979359573533479	0.0345797867667397
0.045	0.979313603764066	0.0346568018820331
0.0451	0.979267633994653	0.0347338169973266
0.0452	0.97922166422524	0.03481083211262
0.0453	0.979175694455827	0.0348878472279134
0.0454	0.979129724686414	0.0349648623432068
0.0455	0.979083754917	0.0350418774585002
0.0456	0.979037785147587	0.0351188925737936
0.0457	0.978991815378174	0.035195907689087
0.0458	0.978945845608761	0.0352729228043804
0.0459	0.978899875839348	0.0353499379196738
0.046	0.978853906069934	0.0354269530349672
0.0461	0.978807936300521	0.0355039681502606
0.0462	0.978761966531108	0.035580983265554
0.0463	0.978715996761695	0.0356579983808474
0.0464	0.978670026992282	0.0357350134961408
0.0465	0.978624057222868	0.0358120286114342
0.0466	0.978578087453455	0.0358890437267277
0.0467	0.978532117684042	0.0359660588420211
0.0468	0.978486147914629	0.0360430739573145
0.0469	0.978440178145216	0.0361200890726079
0.047	0.978394208375803	0.0361971041879013
0.0471	0.978348238606389	0.0362741193031947
0.0472	0.978302268836976	0.0363511344184881
0.0473	0.978256299067563	0.0364281495337815
0.0474	0.97821032929815	0.0365051646490749
0.0475	0.978164359528737	0.0365821797643683
0.0476	0.978118389759323	0.0366591948796617
0.0477	0.97807241998991	0.0367362099949551
0.0478	0.978026450220497	0.0368132251102485
0.0479	0.977980480451084	0.036890240225542
0.048	0.977934510681671	0.0369672553408354
0.0481	0.977888540912258	0.0370442704561288
0.0482	0.977842571142844	0.0371212855714222
0.0483	0.977796601373431	0.0371983006867156
0.0484	0.977750631604018	0.037275315802009
0.0485	0.977704661834605	0.0373523309173024
0.0486	0.977658692065192	0.0374293460325958
0.0487	0.977612722295778	0.0375063611478892
0.0488	0.977566752526365	0.0375833762631826
0.0489	0.977520782756952	0.037660391378476
0.049	0.977474812987539	0.0377374064937694
0.0491	0.977428843218126	0.0378144216090628
0.0492	0.977382873448712	0.0378914367243562
0.0493	0.977336903679299	0.0379684518396496
0.0494	0.977290933909886	0.0380454669549431
0.0495	0.977244964140473	0.0381224820702365
0.0496	0.97719899437106	0.0381994971855299
0.0497	0.977153024601647	0.0382765123008233
0.0498	0.977107054832233	0.0383535274161167
0.0499	0.97706108506282	0.0384305425314101
0.05	0.977015115293407	0.0385075576467035
0.0501	0.976969145523994	0.0385845727619969
0.0502	0.976923175754581	0.0386615878772903
0.0503	0.976877205985167	0.0387386029925837
0.0504	0.976831236215754	0.0388156181078771
0.0505	0.976785266446341	0.0388926332231705
0.0506	0.976739296676928	0.0389696483384639
0.0507	0.976693326907515	0.0390466634537573
0.0508	0.976647357138101	0.0391236785690508
0.0509	0.976601387368688	0.0392006936843442
0.051	0.976555417599275	0.0392777087996376
0.0511	0.976509447829862	0.039354723914931
0.0512	0.976463478060449	0.0394317390302244
0.0513	0.976417508291036	0.0395087541455178
0.0514	0.976371538521622	0.0395857692608112
0.0515	0.976325568752209	0.0396627843761046
0.0516	0.976279598982796	0.039739799491398
0.0517	0.976233629213383	0.0398168146066914
0.0518	0.97618765944397	0.0398938297219848
0.0519	0.976141689674557	0.0399708448372782
0.052	0.976095719905143	0.0400478599525716
0.0521	0.97604975013573	0.040124875067865
0.0522	0.976003780366317	0.0402018901831585
0.0523	0.975957810596904	0.0402789052984519
0.0524	0.97591184082749	0.0403559204137453
0.0525	0.975865871058077	0.0404329355290387
0.0526	0.975819901288664	0.0405099506443321
0.0527	0.975773931519251	0.0405869657596255
0.0528	0.975727961749838	0.0406639808749189
0.0529	0.975681991980425	0.0407409959902123
0.053	0.975636022211011	0.0408180111055057
0.0531	0.975590052441598	0.0408950262207991
0.0532	0.975544082672185	0.0409720413360925
0.0533	0.975498112902772	0.0410490564513859
0.0534	0.975452143133359	0.0411260715666793
0.0535	0.975406173363946	0.0412030866819727
0.0536	0.975360203594532	0.0412801017972661
0.0537	0.975314233825119	0.0413571169125596
0.0538	0.975268264055706	0.041434132027853
0.0539	0.975222294286293	0.0415111471431464
0.054	0.97517632451688	0.0415881622584398
0.0541	0.975130354747466	0.0416651773737332
0.0542	0.975084384978053	0.0417421924890266
0.0543	0.97503841520864	0.04181920760432
0.0544	0.974992445439227	0.0418962227196134
0.0545	0.974946475669814	0.0419732378349068
0.0546	0.9749005059004	0.0420502529502002
0.0547	0.974854536130987	0.0421272680654936
0.0548	0.974808566361574	0.042204283180787
0.0549	0.974762596592161	0.0422812982960804
0.055	0.974716626822748	0.0423583134113738
0.0551	0.974670657053335	0.0424353285266673
0.0552	0.974624687283921	0.0425123436419607
0.0553	0.974578717514508	0.0425893587572541
0.0554	0.974532747745095	0.0426663738725475
0.0555	0.974486777975682	0.0427433889878409
0.0556	0.974440808206269	0.0428204041031343
0.0557	0.974394838436855	0.0428974192184277
0.0558	0.974348868667442	0.0429744343337211
0.0559	0.974302898898029	0.0430514494490145
0.056	0.974256929128616	0.0431284645643079
0.0561	0.974210959359203	0.0432054796796013
0.0562	0.974164989589789	0.0432824947948947
0.0563	0.974119019820376	0.0433595099101881
0.0564	0.974073050050963	0.0434365250254815
0.0565	0.97402708028155	0.043513540140775
0.0566	0.973981110512137	0.0435905552560684
0.0567	0.973935140742723	0.0436675703713618
0.0568	0.97388917097331	0.0437445854866552
0.0569	0.973843201203897	0.0438216006019486
0.057	0.973797231434484	0.043898615717242
0.0571	0.973751261665071	0.0439756308325354
0.0572	0.973705291895658	0.0440526459478288
0.0573	0.973659322126244	0.0441296610631222
0.0574	0.973613352356831	0.0442066761784156
0.0575	0.973567382587418	0.044283691293709
0.0576	0.973521412818005	0.0443607064090024
0.0577	0.973475443048592	0.0444377215242958
0.0578	0.973429473279179	0.0445147366395892
0.0579	0.973383503509765	0.0445917517548826
0.058	0.973337533740352	0.0446687668701761
0.0581	0.973291563970939	0.0447457819854695
0.0582	0.973245594201526	0.0448227971007629
0.0583	0.973199624432112	0.0448998122160563
0.0584	0.973153654662699	0.0449768273313497
0.0585	0.973107684893286	0.0450538424466431
0.0586	0.973061715123873	0.0451308575619365
0.0587	0.97301574535446	0.0452078726772299
0.0588	0.972969775585047	0.0452848877925233
0.0589	0.972923805815633	0.0453619029078167
0.059	0.97287783604622	0.0454389180231101
0.0591	0.972831866276807	0.0455159331384035
0.0592	0.972785896507394	0.0455929482536969
0.0593	0.972739926737981	0.0456699633689903
0.0594	0.972693956968568	0.0457469784842838
0.0595	0.972647987199154	0.0458239935995772
0.0596	0.972602017429741	0.0459010087148706
0.0597	0.972556047660328	0.045978023830164
0.0598	0.972510077890915	0.0460550389454574
0.0599	0.972464108121502	0.0461320540607508
0.06	0.972418138352088	0.0462090691760442
0.0601	0.972372168582675	0.0462860842913376
0.0602	0.972326198813262	0.046363099406631
0.0603	0.972280229043849	0.0464401145219244
0.0604	0.972234259274436	0.0465171296372178
0.0605	0.972188289505022	0.0465941447525112
0.0606	0.972142319735609	0.0466711598678046
0.0607	0.972096349966196	0.046748174983098
0.0608	0.972050380196783	0.0468251900983915
0.0609	0.97200441042737	0.0469022052136849
0.061	0.971958440657957	0.0469792203289783
0.0611	0.971912470888543	0.0470562354442717
0.0612	0.97186650111913	0.0471332505595651
0.0613	0.971820531349717	0.0472102656748585
0.0614	0.971774561580304	0.0472872807901519
0.0615	0.971728591810891	0.0473642959054453
0.0616	0.971682622041477	0.0474413110207387
0.0617	0.971636652272064	0.0475183261360321
0.0618	0.971590682502651	0.0475953412513255
0.0619	0.971544712733238	0.0476723563666189
0.062	0.971498742963825	0.0477493714819123
0.0621	0.971452773194411	0.0478263865972057
0.0622	0.971406803424998	0.0479034017124991
0.0623	0.971360833655585	0.0479804168277926
0.0624	0.971314863886172	0.048057431943086
0.0625	0.971268894116759	0.0481344470583794
0.0626	0.971222924347346	0.0482114621736728
0.0627	0.971176954577932	0.0482884772889662
0.0628	0.971130984808519	0.0483654924042596
0.0629	0.971085015039106	0.048442507519553
0.063	0.971039045269693	0.0485195226348464
0.0631	0.97099307550028	0.0485965377501398
0.0632	0.970947105730866	0.0486735528654332
0.0633	0.970901135961453	0.0487505679807266
0.0634	0.97085516619204	0.04882758309602
0.0635	0.970809196422627	0.0489045982113134
0.0636	0.970763226653214	0.0489816133266068
0.0637	0.970717256883801	0.0490586284419003
0.0638	0.970671287114387	0.0491356435571937
0.0639	0.970625317344974	0.0492126586724871
